text;context;verse;predicate;form;lexeme;PoS;head;anim;semantics;number;role;case;marker;allomorph;postp;trajector;motion;dialect;area;year;period
E;"""Heuskara da kanpora eta goazen oro <danzara>.""";XV Archaic;joan;danzara;dantza;noun;dantza;inanim;;SG;Goal;allative;–ra;;;people;metaphoric;LN;E;1545;Archaic
E;"""Heuskara da <kanpora> eta goazen oro danzara.""";XV Archaic;izan;kanpora;kanpo;adv;kanpo;inanim;orientation;SG;Direction;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""Heuskara da kanpora eta goazen oro <danzara>.""";XV 19;joan;danzara;dantza;noun;dantza;inanim;;SG;Direction;allative;–ra;;;people;metaphoric;LN;E;1545;Archaic
E;"""Heuskara da <kanpora> eta goazen oro danzara.""";XV 19;izan;kanpora;kanpo;adv;kanpo;inanim;orientation;SG;Direction;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""Andere hona den <lekhura> ailtxa itzak begiak""";I 45;altxatu;lekhura;leku;noun;leku;inanim;area;SG;Goal;allative;–ra;;;body-part;metaphoric;LN;E;1545;Archaic
E;"""Ni <zugana> niatorkezu, bekhatore handia, karioki othoitzera zu zakiztan balia""";I 393;etorri;zugana;zu;pro;zu;human;human;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""Ni zugana niatorkezu, bekhatore handia, karioki <othoitzera> zu zakiztan balia""";I 393;etorri;othoitzera;otoitu;nmlz;otoitu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;LN;E;1545;Archaic
E;"""digne ezpaniz <aipatzera> zure izen sainduia ez jitera aitzinera, zeren bainiz satsuia.""";I 394;digne_izan;aipatzera;aipatu;nmlz;aipatu;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""digne ezpaniz aipatzera zure izen sainduia ez <jitera> aitzinera, zeren bainiz satsuia.""";I 395;digne_izan;jitera;jin;nmlz;jin;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""digne ezpaniz aipatzera zure izen sainduia ez jitera <aitzinera>, zeren bainiz satsuia.""";I 395;jin;aitzinera;aitzin;adv;aitzin;inanim;orientation;SG;Goal;allative;–ra;;;human;real;LN;E;1545;Archaic
E;"""Uztazu <hurranzera>, amore maite, orai partitzeko damu ginate""";X Archaic;utzi;hurrantzera;hurrandu;nmlz;hurrandu;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""<irestera> aphaindurik ifernuia azpitik""";I 278;;irestera;irentsi;nmlz;irentsi;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""neure penen <erraitera> are eniz ausartzen""";V 9;ausartu;erraitera;erran;nmlz;erran;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""ene arima jalgiren da falta gabe <kanpora>""";XII 28;jalgi;kanpora;kanpo;adv;kanpo;inanim;orientation;SG;Direction;allative;–ra;;;spirit;real;LN;E;1545;Archaic
E;"""Orok <hara> behar dugu eskusatu gaberik.""";I 324;behar;hara;hara;adv;hara;inanim;deictic;SG;Goal;allative;–ra;;;people;real;LN;E;1545;Archaic
E;"""Orok <hara> behar dugu eskusatu gaberik.""";I 263;behar;hara;hara;adv;hara;inanim;deictic;SG;Goal;allative;–ra;;;people;real;LN;E;1545;Archaic
E;"""halaz kondemnatu zuten Jeinkoa ere <hiltzera>""";XIII 24;kondenatu;hiltzera;hil;nmlz;hil;inanim;;SG;Complement;allative;–ra;;;spirit;inanim;LN;E;1545;Archaic
E;"""finian ere eztik uzten hark <galtzera> beria""";II 72;utzi;galtzera;galdu;nmlz;galdu;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""Heuskara, jalgi adi <kanpora>.""";XIV Archaic;jalgi;kanpora;kanpo;adv;kanpo;inanim;orientation;SG;Direction;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""Heuskara, jalgi adi <plazara>.""";XIV 7;jalgi;plazara;plaza;noun;plaza;inanim;area;SG;Goal;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""Heuskara, jalgi adi <mundura>.""";XIV 13;jalgi;mundura;mundu;noun;mundu;inanim;area;SG;Goal;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""nola batere ezten asaiatu bere lengoaje propriaren faboretan heuskaraz zerbait obra <egitera> eta eskributan imeitera""";eskaintza;saiatu;egitera;egin;nmlz;egin;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""nola batere ezten asaiatu bere lengoaje propriaren faboretan heuskaraz zerbait obra egitera eta eskributan <imeitera>""";eskaintza;saiatu;imeitera;ipini;nmlz;ipini;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""zeren ladin publika <mundu guzietara> berze lengoajiak bezala hain eskribatzeko hon dela""";eskaintza;publikatu;guztietara;guzti;det;mundu;inanim;;PL;Goal;allative;–ra;;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Heuskara, habil mundu <guzira>.""";XIV 19;ibili;guztira;guzti;det;mundu;inanim;;SG;Goal;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""<jujatzera> dauginian majestate handian""";I 337;jaugin;jujatzera;jujatu;nmlz;jujatu;inanim;;SG;Goal;allative;–ra;;;spirit;real;LN;E;1545;Archaic
E;"""orhit adi bertarik zenbait ere orazione <erraitera> debotki""";I 23;oroitu;erraitera;erran;nmlz;erran;inanim;;SG;Complement;allative;–ra;;;human;inanim;LN;E;1545;Archaic
E;"""obligatu giren guziak Jeinkoari <othoitz egitera>""";eskaintza;obligatu_izan;egitera;egin;nmlz;egin;inanim;;SG;Complement;allative;–ra;;;people;inanim;LN;E;1545;Archaic
E;"""Ni, gaixoa, etsaiari nihaur jin niz <eskura>""";XIII 19;jin;eskura;esku;noun;esku;inanim;body-part;SG;Goal;allative;–ra;;;human;metaphoric;LN;E;1545;Archaic
E;"""Ni, gaixoa, <etsaiari> nihaur jin niz eskura""";XIII 19;jin;etsaiari;etsai;noun;etsai;human;human;SG;Goal;dative;–ri;;;human;metaphoric;LN;E;1545;Archaic
E;"""zure hatse honetik dadin aitzinerat augmenta, kontinua eta publika <mundu guzietara>""";eskaintza;publikatu;guztietara;guzti;det;mundu;inanim;;PL;Goal;allative;–ra;;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Nik dakidan lekhutarik <ni baitara> eztituzu""";IX 26;edun;ni_baitara;ni;pro;ni;human;human;SG;Goal;allative;baitara;Ø_baitara;;;metaphoric;LN;E;1545;Archaic
E;"""zuhur denak, <hara> eztohen, egin penitenzia.""";I 179;joan;hara;hara;adv;hara;inanim;deictic;SG;Goal;allative;–ra;;;human;real;LN;E;1545;Archaic
E;"""Mosen Bernat, jakin bahu gauza nola jinen zen, <Bearnora> gabetarik egon ahal inzanden.""";XIII 2;gabe;bearnora;bearno;toponym;bearno;inanim;country;indet;Goal;allative;–ra;;;human;real;LN;E;1545;Archaic
E;"""Albadagik joan adi <elizara> goizian""";I 25;joan;elizara;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;;;human;real;LN;E;1545;Archaic
E;"""estenditzen <orotara> haren potestatia""";I 137;estenditu;orotara;oro;pro;oro;inanim;;indet;Goal;allative;–ra;;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Alhor hartan hel badakit <ereitera> hazia""";IV 19;heldu;ereitera;erein;nmlz;erein;inanim;;SG;Purpose;allative;–ra;;;;real;LN;E;1545;Archaic
E;"""eruia, lurra, itxasoa, haren peko guzia; <orotara> hedatzen du, behar bada, eskuia""";II 38;hedatu;orotara;oro;pro;oro;inanim;;indet;Goal;allative;–ra;;;body-part;metaphoric;LN;E;1545;Archaic
E;"""<Fin honera> hel gitzazu, giren salbuietarik.""";II 141;heldu;honera;on;adj;fin;inanim;abstract;SG;Goal;allative;–ra;;;people;metaphoric;LN;E;1545;Archaic
E;"""orai hura iganen da <berze ororen gainera>.""";XIV 23;igan;gainera;gain;noun;gain;inanim;;indet;Goal;allative;–ra;;;language;metaphoric;LN;E;1545;Archaic
E;"""<Beretara> itzuliren ditu gero begiak""";I 368;itzuli;beretara;bere;pro;bere;inanim;;PL;Goal;allative;–ra;;;body-part;metaphoric;LN;E;1545;Archaic
E;"""<Elizara> izanian so egik bateiarrira""";I 33;izan;elizara;eliza;noun;eliza;inanim;building;SG;Direction;allative;–ra;;;human;real;LN;E;1545;Archaic
E;"""Elizara izanian so egik <bateiarrira>""";I 33;so_egin;beteiarrira;bateiarri;noun;bateiarri;inanim;artifact;SG;Goal;allative;–ra;;;;metaphoric;LN;E;1545;Archaic
E;"""gorputzori <usteltzera> lur hotzian egoizten""";I 93;egotzi;usteltzera;usteldu;nmlz;usteldu;inanim;body;SG;Purpose;allative;–ra;;;body;real;LN;E;1545;Archaic
E;"""gorputzori usteltzera <lur hotzian> egoizten""";I 93;egotzi;hotzian;hotz;adj;lur;inanim;substance;SG;Goal;inessive;–n;;;body;real;LN;E;1545;Archaic
E;"""Etsai gaitza jinen baita <tentatzera> orduian""";I 70;jin;tentatzera;tentatu;nmlz;tentatu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;LN;E;1545;Archaic
E;"""Zeru eta lur ororen kreadore handia munduiaren <jujatzera> rigoroski heldu da""";I 233;heldu;jujatzera;jujatu;nmlz;jujatu;inanim;;SG;Purpose;allative;–ra;;;spirit;metaphoric;LN;E;1545;Archaic
E;"""Jangoikua bethiere <bihotzera> so diagozu""";I 202;so_egon;bihotzera;bihotz;noun;bihotz;inanim;body-part;SG;Goal;allative;–ra;;;;metaphoric;LN;E;1545;Archaic
E;"""oro behin haietarik sortzen gira <mundura>""";III 20;sortu;mundura;mundu;noun;mundu;inanim;;SG;Goal;allative;–ra;;;people;metaphoric;LN;E;1545;Archaic
E;"""heben ene <penatzera> zaidanian orhitu.""";XIII 58;oroitu;penatzera;penatu;nmlz;penatu;inanim;;SG;Complement;allative;–ra;;;;inanim;LN;E;1545;Archaic
E;"""Arma! Arma! Mundu oro <judizio handira>!""";I 231;NA;handira;handi;adj;judizio;inanim;abstract;SG;Goal;allative;–ra;;;people;metaphoric;LN;E;1545;Archaic
E;"""Ni <zugana> niatorkezu, bekhatore handia, arimaren salbatzera zu zakiztan balia""";I 51;etorri;zugana;zu;pro;zu;human;human;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""Ni zugana niatorkezu, bekhatore handia, arimaren <salbatzera> zu zakiztan balia""";I 52;baliatu;salbatzera;salbatu;nmlz;salbatu;inanim;;SG;Purpose;allative;–ra;;;;inanim;LN;E;1545;Archaic
E;"""arima gaixoa dabilela <norat> ahal dagien""";I 95;ibili;norat;norat;interrogative;norat;inanim;;;Direction;allative;–rat;;;spirit;metaphoric;LN;E;1545;Archaic
E;"""Eia <horrat>, apart'adi""";VIII 5;apartatu;horrat;horrat;adv;horrat;inanim;deictic;;Direction;allative;–rat;;;human;real;LN;E;1545;Archaic
E;"""zure hatse honetik dadin ""aitzinerat"" augmenta, kontinua eta publika mundu guzietara""";eskaintza;;aitzinerat;aitzin;adv;aitzin;inanim;orientation;;Direction;allative;–rat;;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Artzain orok biltzen ditu ardiak arratsaldian, <lekhu honerat> eramaiten eguraldi gaitzian""";I 173;eraman;honerat;on;adj;leku;inanim;;SG;Direction;allative;–rat;;;animal;real;LN;E;1545;Archaic
E;"""zaude ixilik, zoaz <horrat> eta hobe baitate""";XII 24;joan;horrat;horrat;adv;horrat;inanim;deictic;;Direction;allative;–rat;;;human;real;LN;E;1545;Archaic
E;"""Elas, <norat> ihes naidi, zu, neure ama, utzirik?""";II 144;ihes_egin;norat;norat;interrogative;norat;inanim;;;Direction;allative;–rat;;;human;real;LN;E;1545;Archaic
E;"""maradikatzen dut neure fortuna, zeren jin bainendin egun <zugana>""";X 70;jin;zugana;zu;pro;zu;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""lehen faltaturen dira ezi hura <gugana>, balinetan egiazki gu bagaude hargana""";II 58;[faltatu];gugana;gu;pro;gu;human;;PL;Beneficiary;allative;–gana;–agana;;human;metaphoric;LN;E;1545;Archaic
E;"""lehen faltaturen dira ezi hura gugana, balinetan egiazki gu bagaude <hargana>""";II 49;egon;hargana;hura;pro;hura;human;;SG;Source_of_emotion;allative;–gana;–agana;;human;metaphoric;LN;E;1545;Archaic
E;"""nik <zugana>, dakidala, faltatu eztut bizian""";VII 17;faltatu;zugana;zu;pro;zu;human;;SG;Beneficiary;allative;–gana;–agana;;human;metaphoric;LN;E;1545;Archaic
E;"""han berian nik nakusen harena ere <nigana>, hutsik ezin egin nezan behin ere hargana.""";V 7;;nigana;ni;pro;ni;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""han berian nik nakusen harena ere nigana, hutsik ezin egin nezan behin ere <hargana>.""";V 8;huts_egin;hargana;hura;pro;hura;human;;SG;Beneficiary;allative;–gana;–agana;;;metaphoric;LN;E;1545;Archaic
E;"""Ene gogoa nola baita zuzen jarri <hargana>, haren'ere Jangoikoak dakarrela nigana,""";V 25;izan;hargana;hura;pro;hura;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Ene gogoa nola baita zuzen jarri hargana, haren'ere Jangoikoak dakarrela <nigana>,""";V 26;ekarri;nigana;ni;pro;ni;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""Perileki baiezila ezin noake <hargana>""";IV 15;joan;hargana;hura;pro;hura;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""Lehen inprimizalia heuskararen hura da; basko oro obligatu jagoitikoz <hargana>.""";XV 17;obligatu_izan;hargana;hura;pro;hura;human;;SG;Complement;allative;–gana;–agana;;human;no;LN;E;1545;Archaic
E;"""Hark <nigana> eztaduka unsa leialdaterik""";VII 29;eduki;nigana;ni;pro;ni;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""<Andre leial honegana> goazen, othoi, guziak.""";II 61;joan;honegana;hau;dem_prox;andre;human;;SG;Goal;allative;–gana;–agana;;people;metaphoric;LN;E;1545;Archaic
E;"""Nik <hargana> hanbat dizit amorio handia""";VI 7;edun;hargana;hura;pro;hura;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""nik nola dadukat amore <zugana>,""";X 24;eduki;zugana;zu;pro;zu;human;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;LN;E;1545;Archaic
E;"""<beriagana> jelosturik desesperatzer ninzan. """;IV 32;izan;beriagana;bere;pro;bere;human;;SG;Goal;allative;–gana;–agana;;human;metaphoric;LN;E;1545;Archaic
E;"""balinetan egiazki <zugana> jin balite.""";II 97;jin;zugana;zu;pro;zu;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""Jendiak so daudia bethi <gugana>?""";X 39;so_egon;gugana;gu;pro;gu;human;;PL;Goal;allative;–gana;–agana;;human;metaphoric;LN;E;1545;Archaic
E;"""Nihaur sekretuki nator <zugana>""";X 40;etorri;zugana;zu;pro;zu;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""neke etzaitzula jitia <nigana>""";X 42;jin;nigana;ni;pro;ni;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
E;"""zenbait andre hel baledi oneriztez <hargana>""";III 45;heldu;hargana;hura;pro;hura;human;;SG;Goal;allative;–gana;–agana;;human;real;LN;E;1545;Archaic
Laz;"""Sirena eroango leutsala <bere aposentura>.""";1142v;eroan;aposentura;aposentu;noun;aposentu;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""joan gura dot <ekustera>""";1164v;joan;ekustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;W;W;1562;Archaic
Laz;"""joan gura dot <ekustera>""";1164v;joan;ekustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;W;W;1562;Archaic
Laz;"""joan gura dot <ekustera>""";1164v;joan;ekustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;W;W;1562;Archaic
Laz;"""joan gura dot <ekustera>""";1164v;joan;ekustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;W;W;1562;Archaic
Laz;"""Neure begiok giaduko dot tristezea dan <errira>""";1146v;guidatu;errira;herri;noun;herri;inanim;country;SG;Goal;allative;–ra;;;;real;W;W;1562;Archaic
Laz;"""Sirena eta Silbia eroan euenak letozela, aek bere <eroatera>.""";1153r;etorri;eroatera;eroan;nmlz;eroan;inanim;;;Purpose;allative;–ra;;;people;metaphoric;W;W;1562;Archaic
Laz;"""Ene erriti oita <zurera> badago bidazidorrik""";1195r;egon;zurera;zure;pro;zure;inanim;settlement;SG;Direction;allative;–ra;;;;inanim;W;W;1562;Archaic
Laz;"""<espiluonetara> begira zaozela""";1153v;begira_egon;espiluonetara;hau;dem_prox;ispilu;inanim;artifact;SG;Direction;allative;–ra;;;human;inanim;W;W;1562;Archaic
Laz;"""bazoaz <munduen kabura> bere, ezin itxi neidizu.""";1151v;joan;kabura;kabu;noun;kabu;inanim;area;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""Arren, zatozke <ene oera>""";1180v;etorri;oera;ohe;noun;ohe;inanim;artifact;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""laster batean oi lirakasket <beste mundura> bidea.""";1196v;;mundura;mundu;noun;mundu;inanim;;SG;Direction;allative;–ra;;;;inanim;W;W;1562;Archaic
Laz;"""banijoean kalean debotoro <enzutera> Birginearen mezea.""";1204v;joan;entzutera;entzun;nmlz;entzun;inanim;;;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""Maira datorrenean""";1196r;etorri;maira;mahai;noun;mahai;inanim;artifact;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""atseginik sar ez dakidan oi biotzeti <barrura>.""";1146v;sartu;barrura;barru;adv;barru;inanim;body;SG;Goal;allative;–ra;;;abstract;metaphoric;W;W;1562;Archaic
Laz;"""<ofrendara> dianean ondo oi det miratu""";1204r;joan;ofrendara;ofrenda;noun;ofrenda;inanim;event;SG;Direction;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""itsasaldea <beera> doa bere buruaz berbaetan""";1997v;joan;beera;behe;adv;behe;inanim;orientation;SG;Direction;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""etorri zan <eriotzako puntura>.""";1142r;etorri;puntura;puntu;noun;puntu;inanim;;SG;Goal;allative;–ra;;;human;metaphoric;W;W;1562;Archaic
Laz;"""joan zatezela <Konfusioko Etsera>""";1153v;joan;etsera;etxe;noun;etxe;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""asi zan bere biajea arzaen, <ponienteko aldeetara>!";1146v;;aldeetara;alde;noun;alde;inanim;orientation;PL;Direction;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""emazteagaz joan zidin <jardin batera>""";1143v;joan;batera;bat;det;jardin;inanim;area;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""joan zidin <musiko batzuen etsera>""";1144r;joan;etsera;etxe;noun;etxe;inanim;building;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""Nola azartu zara zaozen <lekura> etorten""";1154v;erori;lekura;leku;noun;leku;inanim;location;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""soka bategaz esku delikaduak loturik <lepora>""";1153v;lotu;lepora;lepo;noun;lepo;inanim;body-part;SG;Goal;allative;–ra;;;body-part;inanim;W;W;1562;Archaic
Laz;"""oi eta ninzan etorri 
<zure lekura>, flordelisea""";1171v;etorri;lekura;leku;noun;leku;inanim;location;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""ez ara eroan,
<Barrundiarra>, frutarik""";1202r;eraman;barrundiara;barrundia;toponym;barrundia;inanim;settlement;SG;Goal;allative;–ra;;;food;real;W;W;1562;Archaic
Laz;"""Bide artati iramo badot 
<zure kalera> gezirik""";1195v;iramo;kalera;kale;noun;kale;inanim;area;SG;Direction;allative;–ra;;;artifact;real;W;W;1562;Archaic
Laz;"""Aideok deseatzen daue <leku onera> giaetan""";1201r;gidatu;onera;on;adj;leku;inanim;location;SG;Direction;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""<aen artera> izan ninzan exil-exilik koladu""";1180r;kolatu;artera;arte;postp;haiek;human;location;SG;Goal;allative;–ra;;GEN_arte;human;real;W;W;1562;Archaic
Laz;"""zidin desmaiadurik <lurrera> jausi.""";1152v;jaitsi;lurrera;lur;noun;lur;inanim;area;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""bere buruari itxi eutsan <lurrera> jausten""";1152r;jaitsi;lurrera;lur;noun;lur;inanim;area;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""oi <zuetara> joan joazen orduan limosna eske """;1199v;joan;zuetara;zuek;pro;zuek;human;human;PL;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""bere ugazabari lizenzia eskatu jakan <bere errira> joateko""";1146r;joan;errira;herri;noun;herri;inanim;settlement;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""egion erregutu legiola konpañia Silbero egoan <aposentura> joaten""";1142v;joan;aposentura;aposentu;noun;aposentu;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""nai dakizula gaur gabean <zeure aposentuko bentanara> joaten""";1140r;joan;bentanara;bentana;noun;bentana;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""<Eleizara> juen oi naiz""";1204r;joan;eleizara;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""<Eleizara> juen oi naiz""";1204r;joan;eleizara;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""esperanzea galdu oi det <errira> natorrenean""";1204r;etorri;errira;herri;noun;herri;inanim;settlement;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""zerren biur ez nezan <txaolara> neure begi luze ekusgurea""";1193v;bihurtu;txaolara;txabola;noun;txabola;inanim;building;SG;Direction;allative;–ra;;;body-part;metaphoric;W;W;1562;Archaic
Laz;"""<kalera> nirteanean""";1205r;irten;kalera;kale;noun;kale;inanim;area;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""Silbero joan zan <bere aposentura>""";1142r;joan;aposentura;aposentu;noun;aposentu;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""ai itxi ta joan zidin bere <etsera>""";1144v;joan;etsera;etxe;noun;etxe;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""joan zidin <Sirenaren aurrera>""";1152r;joan;aurrera;aurre;postp;sirena;human;orientation;SG;Goal;allative;–ra;;GEN_aurre;human;real;W;W;1562;Archaic
Laz;"""joan zirean <Konfusioko Etsera>""";1153v;joan;etsera;etxe;noun;etxe;inanim;building;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""joan zirean <Silberoen kamarara>""";1142v;joan;kamara;ganbara;noun;ganbara;inanim;building;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""Silbero eta bere lagunak joan zitezen <ziudadera>""";1144v;joan;ziudadera;ziutate;noun;ziutate;inanim;settlement;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;""" eroan dau <Konfusioko Etsera>""";1153v;eroan;etsera;etxe;noun;etxe;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""Silberori ezer esan baga, sartu zan <barrura>.""";1142r;sartu;barrura;barru;adv;barru;inanim;location;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""Ni kaso naxala baldin badator <euroen artera> tentazioa""";1180v;etorri;artera;arte;postp;eurak;human;location;SG;Goal;allative;–ra;;GEN_arte;abstract;metaphoric;W;W;1562;Archaic
Laz;"""ezin zan <lurrera>""";1152v;;lurrera;lur;noun;lur;inanim;area;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""guek goazela <Dueroko riberara>""";1147r;joan;riberara;erribera;noun;erribera;inanim;area;SG;Direction;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""urten eben bere kamararean eta igo eben <bere ugazabaren aposentura>""";1143v;igan;aposentura;aposentu;noun;aposentu;inanim;building;SG;Goal;allative;–ra;;;human;real;W;W;1562;Archaic
Laz;"""ugazabak eze biaramunean joango zireala <euren biajera>""";1145r;joan;biajera;bidaia;noun;bidaia;inanim;event;SG;Goal;allative;–ra;;;people;real;W;W;1562;Archaic
Laz;"""zeña zan <Italiako ziudade batera>""";1145r;izan;batera;bat;det;ziutate;inanim;settlement;SG;Goal;allative;–ra;;;event;real;W;W;1562;Archaic
Lç;"""Eta hura <korralerat> ilkhiten zela ikhus zezan berze neskato batek""";Mt 26,79;jalgi;korralerat;korrale;noun;korrale;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;1571;Archaic
Lç;"""ezta gehiagorik deusgai <kanporat> iraizteko eta gizonez ohondikatu izateko baizen.""";Mt 5,13;iraitzi;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Direction;allative;–rat;;;;real;L;E;1571;Archaic
Lç;"""Eta landán datena ezalbeiledi <gibelerat> itzul, bere abillamenduaren hartzera.""";Mk13,16;itzuli;gibelerat;gibel;adv;gibel;inanim;orientation;SG;Direction;allative;–rat;;;human;real;L;E;1571;Archaic
Lç;"""Eta landan datena, ez albeiledi <gibelerat> itzul bere abillamenduén hartzera.""";Mt 24,18;itzuli;gibelerat;gibel;adv;gibel;inanim;orientation;SG;Direction;allative;–rat;;;human;real;L;E;1571;Archaic
Lç;"""biltzarretik alegeraki <bere etxerat> itzuli izan zen""";Intro;itzuli;etxerat;etxe;noun;etxe;inanim;building;SG;Direction;allative;–rat;;;human;real;L;E;1571;Archaic
Lç;"""Eta <diszipuluetarat> itzulirik, aphart erran ziezén:""";Lk 10,23;itzuli;diszipuluetarat;diszipulu;noun;diszipulu;human;occupation;PL;Direction;allative;–rat;;;human;metaphoric;L;E;1571;Archaic
Lç;"""Eta <diszipuluetarat> itzulirik, aphart erran zezan:""";Lk 10,22;itzuli;diszipuluetarat;diszipulu;noun;diszipulu;human;occupation;PL;Direction;allative;–rat;;;human;metaphoric;L;E;1571;Archaic
Lç;"""Ezen gauza haur gizon bat bezala da, zeinek <lekhorerat> joaitean dei baitzitzan bere zerbitzariak, eta bere onak eman baitzietzén.""";Mt 25,14;joan;lekhorerat;lekore;noun;lekore;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;1571;Archaic
Lç;"""Eta gertha zedin hura <Jerusalemerat> joaitean iragaiten baitzen Samariako eta Galileako artetik.""";Lk 17,11;joan;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Direction;allative;–rat;;;human;real;L;E;1571;Archaic
