text;context;verse;predicate;form;lexeme;PoS;head;anim;semantics;number;role;case;marker;allomorph;postp;trajector;motion;dialect;area;year;period
Bp;;;joan;ohoratzerea;ohoratu;nmlz;ohoratu;inanim;;SG;Purpose;allative;–ra;;;human;real;S;E;1696;Old
Bp;;;sartu;jerüsalemera;jerusalem;toponym;jerusalem;inanim;settlement;SG;Goal;allative;–ra;;;human;real;S;E;1696;Old
Bp;;;itzuli;aldetara;alde;noun;alde;inanim;location;PL;Goal;allative;–ra;;;;real;S;E;1696;Old
Bp;"""enzüler sar dakitzen gogoetara""";;sartu;gogoetara;gogo;noun;gogo;inanim;abstract;PL;Goal;allative;–ra;;;abstract;metaphoric;S;E;1696;Old
Bp;;;deitu;saintietara;saindu;adj;ofizio;inanim;event;PL;Goal;allative;–ra;;;human;metaphoric;S;E;1696;Old
Bp;;;sartu;zointara;zein;pro;zein;inanim;abstract;indet;Goal;allative;–ra;;;spirit;metaphoric;S;E;1696;Old
Bp;;;sartu;hartara;hura;dem_dist;hiri;inanim;settlement;SG;Goal;allative;–ra;;;human;real;S;E;1696;Old
Bp;;;jin;jüjatzera;jujatu;nmlz;jujatu;inanim;;SG;Purpose;allative;–ra;;;spirit;real;S;E;1696;Old
Bp;;;jaitsi;apostolietara;apostolu;noun;apostolu;human;occupation;PL;Goal;allative;–ra;;;substance;real;S;E;1696;Old
Bp;;;itzuri;ejiptarat;egipto;toponym;egipto;inanim;country;SG;Goal;allative;–rat;;;human;real;S;E;1696;Old
Bp;;;itzuri;ejiptarat;egipto;toponym;egipto;inanim;country;SG;Goal;allative;–rat;;;human;real;S;E;1696;Old
Bp;;;igan;zelietrat;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–rat;;;spirit;real;S;E;1696;Old
Bp;;;igan;zelietrat;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–rat;;;spirit;real;S;E;1696;Old
Bp;;;igan;zelietrat;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–rat;;;spirit;real;S;E;1696;Old
Bp;;;igan;harat;harat;adv;harat;inanim;deictic;;Goal;allative;–rat;;;spirit;real;S;E;1696;Old
Bp;;;joan;norat;norat;interrogative;norat;inanim;;;Goal;allative;–rat;;;spirit;real;S;E;1696;Old
Bp;;;agertu;jüjamentiala;jujamendu;noun;jujamendu;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;iragan;esküñekoala ;eskuineko;adj;eskuineko;inanim;orientation;SG;Goal;allative;–ra;–ala;;body-part;real;S;E;1696;Old
Bp;;;eroan;saintiala;saindu;adj;mendi;inanim;area;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;joan;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;bildu;mezala;meza;noun;meza;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;deitu;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;;metaphoric;S;E;1696;Old
Bp;;;joan;purgatorioala;purgatorio;noun;purgatorio;inanim;heaven;SG;Goal;allative;–ra;–ala;;spirit;real;S;E;1696;Old
Bp;;;isuri;büriala;buru;noun;buru;inanim;body-part;SG;Goal;allative;–ra;–ala;;substance;real;S;E;1696;Old
Bp;;;ekarri;mundiala;mundu;noun;mundu;inanim;area;SG;Goal;allative;–ra;–ala;;abstract;metaphoric;S;E;1696;Old
Bp;;;eragotzi;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;eraitsi;bolharriala;bular;noun;bular;inanim;body-part;SG;Goal;allative;–ra;–ala;;body-part;real;S;E;1696;Old
Bp;;;iragan;graziala;grazia;noun;grazia;inanim;abstract;SG;Goal;allative;–ra;–ala;;abstract;metaphoric;S;E;1696;Old
Bp;;;ibili;kateximala;katixima;noun;katixima;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;zeliala;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;artifact;real;S;E;1696;Old
Bp;;;erori;gaitziala;gaitz;noun;gaitz;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;erori;iferniala;infernu;noun;infernu;inanim;area;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;erori;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;erori;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;joan;saintiala;saindu;adj;katixima;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;erori;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;jin;ordokiala;ordoki;noun;ordoki;inanim;area;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;itzuli;saintiala;saindu;adj;ebanjelio;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;joan;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;gibelziala;gibeltze;noun;gibeltze;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;egotzi;bethierekoala;betiereko;adj;su;inanim;substance;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;deitu;bekhatiala;bekatu;noun;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;heldu;berthütiala;bertute;noun;bertute;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;joan;khüñala;kuma;noun;kuma;inanim;artifact;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;heldu;eretziala;eretze;noun;eretze;inanim;location;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;deitu;sor_lekhiala;sorleku;noun;sorleku;inanim;location;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;igan;gloriala;gloria;noun;gloria;inanim;abstract;SG;Goal;allative;–ra;–ala;;spirit;metaphoric;S;E;1696;Old
Bp;;;igan;paradüsiala;paradisu;noun;paradisu;inanim;heaven;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;joan;prozesioniala;prozesio;noun;prozesio;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;bethierekoala;betiereko;adj;aldare;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;jin;kateximala;katixima;noun;katixima;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;jin;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;joan;saintiala;saindu;adj;zerbitzu;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;joan;prozesioniala;prozesio;noun;prozesio;inanim;event;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;joan;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;jin;eremiala;eremu;noun;eremu;inanim;area;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eraman;mendiala;mendi;noun;mendi;inanim;area;SG;Goal;allative;–ra;–ala;;artifact;real;S;E;1696;Old
Bp;;;erori;mortaliala;mortal;adj;bekatu;inanim;abstract;SG;Goal;allative;–ra;–ala;;human;metaphoric;S;E;1696;Old
Bp;;;eroan;mendiala;mendi;noun;mendi;inanim;area;SG;Goal;allative;–ra;–ala;;artifact;real;S;E;1696;Old
Bp;;;eroan;mendiala;mendi;noun;mendi;inanim;area;SG;Goal;allative;–ra;–ala;;artifact;real;S;E;1696;Old
Bp;;;jin;baratzala;baratze;noun;baratze;inanim;area;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eman;artiala;arte;postp;populu;human;mass;SG;Goal;allative;–ra;–ala;GEN_arte;abstract;metaphoric;S;E;1696;Old
Bp;;;sartu;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;sartu;mundiala;mundu;noun;mundu;inanim;area;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;sartu;elizala;eliza;noun;eliza;inanim;institution;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;ibili;elizala;eliza;noun;eliza;inanim;building;SG;Goal;allative;–ra;–ala;;human;real;S;E;1696;Old
Bp;;;eroan;aitziniala;aitzin;postp;kaifas;human;;SG;Goal;allative;–ra;–ala;GEN_aitzin;human;real;S;E;1696;Old
Bp;;;joan;paradüsialat;paradisu;noun;paradisu;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;joan;ifernialat;infernu;noun;infernu;inanim;area;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;eroan;zeialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;ekarri;herrialat;herri;noun;herri;inanim;country;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;goratu;zeialat;zeru;noun;zeru;inanim;orientation;SG;Direction;allative;–rat;–alat;;body-part;metaphoric;S;E;1696;Old
Bp;;;eroan;bethanialat;betania;toponym;betania;inanim;settlement;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;zelialat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;igan;paradüsialat;paradisu;noun;paradisu;inanim;heaven;SG;Direction;allative;–rat;–alat;;human;real;S;E;1696;Old
Bp;;;altxatu;jinkoagana;jainko;noun;jainko;spirit;;SG;Goal;allative;–gana;–agana;;body-part;metaphoric;S;E;1696;Old
Bp;"""Nor dukegu Jinkoagana arartekari?""";;NA;jinkoagana;jainko;noun;jainko;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;NA;jinkoagana;jainko;noun;jainko;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;igorri;pilatagana;pilato;name;pilato;human;;;Goal;allative;–gana;–agana;;human;real;S;E;1696;Old
Bp;;;laster_egin;amagana;ama;noun;ama;human;kinship;SG;Goal;allative;–gana;–agana;;human;real;S;E;1696;Old
Bp;;;erazi;algargaa;elkar;pro;elkar;human;;SG;Goal;allative;–gana;–agana;;human;real;S;E;1696;Old
Bp;;;igorri;saintagana;saindu;adj;eliza;inanim;institution;SG;Goal;allative;–gana;–agana;;spirit;real;S;E;1696;Old
Bp;"""artekari izan dakizkün jainkoagana""";;izan;jinkoagana;jainko;noun;jainko;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;hartu;beregana;bera;pro;bera;spirit;;SG;Goal;allative;–gana;–rengana;;human;metaphoric;S;E;1696;Old
Bp;;;heldu;jaunagana;jaun;noun;jaun;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;heldu;hargana;hura;pro;hura;spirit;;SG;Goal;allative;–gana;–agana;;human;real;S;E;1696;Old
Bp;;;igan;jinkoagana;jainko;noun;jainko;spirit;;SG;Goal;allative;–gana;–agana;;abstract;metaphoric;S;E;1696;Old
Bp;;;jin;hargana;hura;pro;hura;spirit;;SG;Goal;allative;–gana;–agana;;spirit;real;S;E;1696;Old
Bp;;;laster_egin;hargana;hura;pro;hura;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;itzuli;jaunagana;jaun;noun;jaun;spirit;;SG;Goal;allative;–gana;–agana;;human;metaphoric;S;E;1696;Old
Bp;;;igorri;herodegana;herodes;name;herodes;human;;;Goal;allative;–gana;–agana;;human;real;S;E;1696;Old
Bp;;;NA;ohiletrano;ohil;adj;herri;inanim;settlement;PL;Boundary_metaphoric;terminative;–raino;;;;inanim;S;E;1696;Old
Bp;;;NA;lehietrano;lehia;noun;lehia;inanim;abstract;PL;Boundary_time;terminative;–raino;;;;inanim;S;E;1696;Old
Bp;;;NA;xipietrano;txiki;adj;haur;human;;PL;Boundary_metaphoric;terminative;–raino;;;;no;S;E;1696;Old
Bp;;;NA;ordian_drano;orduraino;adv;orduraino;inanim;time;;Boundary_time;terminative;–raino;–drano;;;inanim;S;E;1696;Old
Bp;"""Hara drano ihurk zer zakian hartzaz?""";;sartu;hara_drano;haraino;adv;haraino;inanim;deictic;;Boundary_time;terminative;–raino;;;;inanim;S;E;1696;Old
Bp;"""zeren jenten artekaria baita Jinkoaganako.""";;izan;jinkoaganako;jainko;noun;jainko;spirit;;SG;Purpose;destinative;–ganako;–aganako;;;metaphoric;S;E;1696;Old
Bp;"""zure Erresüma jin bekigü""";;jin;bekigü;bekigu;verb;bekigu;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;"""Jinkoaren benedikzioniak jin dakizkün""";;jin;dakizkün;dakizkigun;verb;dakizkigun;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;"""bere odolaz gure ükhüztera jin zaiküla.""";;jin;zaiküla;zaigu;verb;zaigu;human;;PL;Goal;dative;NA;;;human;metaphoric;S;E;1696;Old
Bp;"""<Jinkoaren haurrer> Jesüs-Kristen graziatik jiten zaien alageranzia Espirituala""";;jin;haurrer;haur;noun;haur;human;;PL;Goal;dative;–ri;;;abstract;metaphoric;S;E;1696;Old
Bp;Jinkoaren haurrer Jesüs-Kristen graziatik jiten zaien alageranzia Espirituala;;jin;zaien;zaie;verb;zaie;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;;;jin;zaikü;zaigu;verb;zaigu;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;;;jin;zaikü;zaigu;verb;zaigu;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;;;jin;zaikün;zaigu;verb;zaigu;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;;;jin;zaizü;zaizu;verb;zaizu;human;;PL;Goal;dative;NA;;;abstract;metaphoric;S;E;1696;Old
Bp;"""<Nori> doa Adorazione hori?
I. Jesüs-Krist Jinko biziaren semiari.""
";;joan;nori;nori;interrogative;nori;human;;;Goal;dative;–ri;;;abstract;real;S;E;1696;Old
Bp;"""Nori doa Adorazione hori?
I. Jesüs-Krist Jinko biziaren semiari.""
";;jin;semiari;seme;noun;seme;human;kinship;SG;Goal;dative;–ri;;;abstract;metaphoric;S;E;1696;Old
Bp;"""Nolaz Jerüsalemeko handiak eta lege zaharreko gehienak etzaitzon elkhi bidiala.""";;jalgi;etzaitzon;zitzaizkion;verb;zitzaizkion;human;;PL;Goal;dative;NA;;;human;real;S;E;1696;Old
Bp;;;sartu;gogoan;gogo;noun;gogo;inanim;abstract;SG;Goal;inessive;–n;;;human;metaphoric;S;E;1696;Old
Bp;;;sartu;hurian;ur;noun;ur;inanim;substance;SG;Goal;inessive;–n;;;artifact;real;S;E;1696;Old
Bp;;;sartu;zoinbaitetan;zenbait;det;kofradia;inanim;institution;indet;Goal;inessive;–n;;;human;metaphoric;S;E;1696;Old
Bp;;;sartu;glorian;gloria;noun;gloria;inanim;abstract;SG;Goal;inessive;–n;;;human;metaphoric;S;E;1696;Old
Bp;;;sartu;elizan;eliza;noun;eliza;inanim;building;SG;Goal;inessive;–n;;;human;real;S;E;1696;Old
Bp;;;sartu;gaña;gain;postp;jesukristo;human;;SG;Goal;inessive;–n;–a;GEN_gain;spirit;real;S;E;1696;Old
Bp;;;erori;tentazionetan;tentazio;noun;tentazio;inanim;abstract;indet;Goal;inessive;–n;;;human;metaphoric;S;E;1696;Old
Bp;"""Zergatik apezak egoizten dü hur benedikatia popüliari""";;egotzi;popüliari;populu;noun;populu;human;mass;SG;Goal;dative;–ri;;;substance;real;S;E;1696;Old
Zubia;;;jaitsi;linbura;linbo;noun;linbo;inanim;heaven;SG;Goal;allative;–ra;;;spirit;real;W;W;1691;Old
Zubia;;;bihurtu;egitera;egin;nmlz;egin;inanim;;SG;Purpose;allative;–ra;;;;metaphoric;W;W;1691;Old
Zubia;;;jaitsi;linbura;linbo;noun;linbo;inanim;heaven;SG;Goal;allative;–ra;;;spirit;real;W;W;1691;Old
Zubia;;;jaitsi;infernuetara;infernu;noun;infernu;inanim;area;PL;Goal;allative;–ra;;;spirit;real;W;W;1691;Old
Zubia;;;jaitsi;linbura;linbo;noun;linbo;inanim;heaven;SG;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;igo;zeruetara;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;bihurtu;batutera;batu;nmlz;batu;inanim;;SG;Purpose;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;jaitsi;abraanen_senura;abrahamen_seno;noun;abrahamen_seno;inanim;heaven;SG;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;jaitsi;zeinetara;zein;interrogative;zein;inanim;;indet;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;joan;zerura;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;joan;zerura;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;bihurtu;izaitera;izan;nmlz;izan;inanim;;SG;Goal;allative;–ra;;;spirit;metaphoric;W;W;1691;Old
Zubia;;;jaitsi;linbura;linbo;noun;linbo;inanim;heaven;SG;Goal;allative;–ra;;;body;real;W;W;1691;Old
Zubia;;;bihurtu;izaitera;izan;nmlz;izan;inanim;;SG;Goal;allative;–ra;;;human;metaphoric;W;W;1691;Old
Zubia;;;bihurtu;bat_egitera;bat_egin;nmlz;bat_egin;inanim;;SG;Purpose;allative;–ra;;;human;real;W;W;1691;Old
Zubia;;;NA;egoterako;egon;nmlz;egon;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;ofendietarako;ofenditu;nmlz;ofenditu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;ofendietarako;ofenditu;nmlz;ofenditu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;parkaetarako;barkatu;nmlz;barkatu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;parkaetarako;barkatu;nmlz;barkatu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;parkaetarako;barkatu;nmlz;barkatu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;konfesaetarako;konfesatu;nmlz;konfesatu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;arzaiterako;hartu;nmlz;hartu;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;joaterako;joan;nmlz;joan;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;NA;ilterako;hil;nmlz;hil;inanim;;SG;Purpose;destinative;–rako;;;;inanim;W;W;1691;Old
Zubia;;;etorri;ematen;eman;nmlz;eman;inanim;;SG;Purpose;inessive;–n;;;spirit;real;W;W;1691;Old
Zubia;;;sartu;glorian;gloria;noun;gloria;inanim;abstract;SG;Goal;inessive;–n;;;human;metaphoric;W;W;1691;Old
OA;;;etorri;juzgatzera;jujatu;nmlz;jujatu;inanim;;SG;Purpose;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;ailegatu;artara;hura;dem_dist;herri;inanim;settlement;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;ailegatu;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;ailegatu;graberat;grabe;adj;materia;inanim;topic;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;igo;zeruetara;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;jaitsi;linbora;linbo;noun;linbo;inanim;heaven;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;jaitsi;lekura;leku;noun;leku;inanim;location;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;etorri;galtzeera;galdu;nmlz;galdu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;bihurtu;bizitzara;bizitza;noun;bizitza;inanim;abstract;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;galtzera;galdu;nmlz;galdu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;ekarri;memoriara;memoria;noun;memoria;inanim;abstract;SG;Goal;allative;–ra;;;abstract;metaphoric;G;W;1713;Old
OA;;;bihurtu;artara;hura;dem_dist;gorputz;inanim;body;SG;Goal;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;bihurtu;bertara;ber;adj;gorputz;inanim;body;SG;Goal;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;itzuli;artara;hura;dem_dist;ezerez;inanim;abstract;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;itzuli;bertara;ber;adj;ezerez;inanim;abstract;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;bihurtu;ezerezera;ezerez;noun;ezerez;inanim;abstract;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;bihurtu;izatera;izan;nmlz;izan;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;bihurtu;izatera;izan;nmlz;izan;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;ezagutzera;ezagutu;nmlz;ezagutu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;joan;egotera;egon;nmlz;egon;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;joan;rezebitzera;errezibitu;nmlz;errezibitu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;jaitsi;kalizera;kalitz;noun;kalitz;inanim;container;SG;Goal;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;etorri;juzgatzera;jujatu;nmlz;jujatu;inanim;;SG;Purpose;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;jaitsi;azpira;azpi;adv;azpi;inanim;orientation;SG;Goal;allative;–ra;;;body-part;real;G;W;1713;Old
OA;;;irten;batera;bat;det;desafio;inanim;event;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;irten;desafiora;desafio;noun;desafio;inanim;event;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;ekarri;memoriara;memoria;noun;memoria;inanim;abstract;SG;Goal;allative;–ra;;;abstract;metaphoric;G;W;1713;Old
OA;;;atera;andira;handi;adj;adiskidetasun;inanim;abstract;SG;Goal;allative;–ra;;;spirit;metaphoric;G;W;1713;Old
OA;;;joan;gloriara;gloria;noun;gloria;inanim;abstract;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;erori;infernura;infernu;noun;infernu;inanim;area;SG;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;jaitsi;lekura;leku;noun;leku;inanim;location;SG;Goal;allative;–ra;;;body-part;real;G;W;1713;Old
OA;;;jaitsi;infernuetara;infernu;noun;infernu;inanim;area;PL;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;joan;konfesatzera;konfesatu;nmlz;konfesatu;inanim;;SG;Future;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;joan;gozatzera;gozatu;nmlz;gozatu;inanim;;SG;Purpose;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;jaitsi;hostiara;hostia;noun;hostia;inanim;substance;SG;Goal;allative;–ra;;;spirit;real;G;W;1713;Old
OA;;;etorri;ezagutzera;ezagutu;nmlz;ezagutu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;konfesatzera;konfesatu;nmlz;konfesatu;inanim;;SG;Purpose;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;igo;zeruetara;zeru;noun;zeru;inanim;heaven;PL;Goal;allative;–ra;;;human;real;G;W;1713;Old
OA;;;irten;ikustera;ikusi;noun;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;real;G;W;1713;Old
OA;;;etorri;gogora;gogo;noun;gogo;inanim;abstract;SG;Goal;allative;–ra;;;abstract;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
OA;;;etorri;uso_razoezkora;uso_arrazoizko;noun;uso_arrazoizko;inanim;time;SG;Goal;allative;–ra;;;human;metaphoric;G;W;1713;Old
